0.000491386 12.5 7.5 25.4904 1
0.00147515 12.5 7.5 25.4904 1
0.00295217 12.5 7.5 25.4904 1
0.00492321 12.5 7.5 25.4904 1
0.00738896 12.5 7.5 25.4904 1
0.01035 12.5 7.5 25.4904 1
0.0138069 12.5 7.5 25.4904 1
0.0177601 12.5 7.5 25.4904 1
0.02221 12.5 7.5 25.4904 1
0.0271569 12.5 7.5 25.4904 1
0.0326013 12.5 7.5 25.4904 1
0.0385433 12.5 7.5 25.4904 1
0.0449832 12.5 7.5 25.4904 1
0.0519213 12.5 7.5 25.4904 1
0.0593577 12.5 7.5 25.4904 1
0.0672926 12.5 7.5 25.4904 1
0.0757262 12.5 7.5 25.4904 1
0.0846586 12.5 7.5 25.4904 1
0.09409 12.5 7.5 25.4904 1
0.10402 12.5 7.5 25.4904 1
0.11445 12.5 7.5 25.4904 1
0.125379 12.5 7.5 25.4904 1
0.136807 12.5 7.5 25.4904 1
0.148734 12.5 7.5 25.4904 1
0.161161 12.5 7.5 25.4904 1
0.174087 12.5 7.5 25.4904 1
0.187513 12.5 7.5 25.4904 1
0.201438 12.5 7.5 25.4904 1
0.215863 12.5 7.5 25.4904 1
0.230788 12.5 7.5 25.4904 1
0.246212 12.5 7.5 25.4904 1
0.262136 12.5 7.5 25.4904 1
0.27856 12.5 7.5 25.4904 1
0.295483 12.5 7.5 25.4904 1
0.312906 12.5 7.5 25.4904 1
0.33083 12.5 7.5 25.4904 1
0.349252 12.5 7.5 25.4904 1
0.368175 12.5 7.5 25.4904 1
0.387598 12.5 7.5 25.4904 1
0.40752 12.5 7.5 25.4904 1
0.427942 12.5 7.5 25.4904 1
0.448865 12.5 7.5 25.4904 1
0.470287 12.5 7.5 25.4904 1
0.492209 12.5 7.5 25.4904 1
0.51463 12.5 7.5 25.4904 1
0.537552 12.5 7.5 25.4904 1
0.560974 12.5 7.5 25.4904 1
0.584895 12.5 7.5 25.4904 1
0.609317 12.5 7.5 25.4904 1
0.634238 12.5 7.5 25.4904 1
0.65966 12.5 7.5 25.4904 1
0.685581 12.5 7.5 25.4904 1
0.712002 12.5 7.5 25.4904 1
0.738924 12.5 7.5 25.4904 1
0.766345 12.5 7.5 25.4904 1
0.794266 12.5 7.5 25.4904 1
0.822687 12.5 7.5 25.4904 1
0.851608 12.5 7.5 25.4904 1
0.881029 12.5 7.5 25.4904 1
0.91095 12.5 7.5 25.4904 1
0.941371 12.5 7.5 25.4904 1
0.972292 12.5 7.5 25.4904 1
1.00371 12.5 7.5 25.4904 1
1.03563 12.5 7.5 25.4904 1
1.06806 12.5 7.5 25.4904 1
1.10098 12.5 7.5 25.4904 1
1.1344 12.5 7.5 25.4904 1
1.16832 12.5 7.5 25.4904 1
1.20274 12.5 7.5 25.4904 1
1.23766 12.5 7.5 25.4904 1
1.27308 12.5 7.5 25.4904 1
1.309 12.5 7.5 25.4904 1
1.34542 12.5 7.5 25.4904 1
1.38234 12.5 7.5 25.4904 1
1.41976 12.5 7.5 25.4904 1
1.45768 12.5 7.5 25.4904 1
1.4961 12.5 7.5 25.4904 1
1.53503 12.5 7.5 25.4904 1
1.57445 12.5 7.5 25.4904 1
1.61437 12.5 7.5 25.4904 1
1.65479 12.5 7.5 25.4904 1
1.69571 12.5 7.5 25.4904 1
1.73713 12.5 7.5 25.4904 1
1.77905 12.5 7.5 25.4904 1
1.82147 12.5 7.5 25.4904 1
1.86439 12.5 7.5 25.4904 1
1.90781 12.5 7.5 25.4904 1
1.95173 12.5 7.5 25.4904 1
1.99615 12.5 7.5 25.4904 1
2.04107 12.5 7.5 25.4904 1
2.08649 12.5 7.5 25.4904 1
2.13241 12.5 7.5 25.4904 1
2.17883 12.5 7.5 25.4904 1
2.22575 12.5 7.5 25.4904 1
2.27318 12.5 7.5 25.4904 1
2.3211 12.5 7.5 25.4904 1
2.36952 12.5 7.5 25.4904 1
2.41844 12.5 7.5 25.4904 1
2.46786 12.5 7.5 25.4904 1
2.51778 12.5 7.5 25.4904 1
2.5682 12.5 7.5 25.4904 1
2.61912 12.5 7.5 25.4904 1
2.67054 12.5 7.5 25.4904 1
2.72246 12.5 7.5 25.4904 1
2.77488 12.5 7.5 25.4904 1
2.8278 12.5 7.5 25.4904 1
2.88122 12.5 7.5 25.4904 1
2.93514 12.5 7.5 25.4904 1
2.98956 12.5 7.5 25.4904 1
3.04448 12.5 7.5 25.4904 1
3.0999 12.5 7.5 25.4904 1
3.15582 12.5 7.5 25.4904 1
3.21224 12.5 7.5 25.4904 1
3.26916 12.5 7.5 25.4904 1
3.32659 12.5 7.5 25.4904 1
3.38451 12.5 7.5 25.4904 1
3.44293 12.5 7.5 25.4904 1
3.50185 12.5 7.5 25.4904 1
3.56127 12.5 7.5 25.4904 1
3.62119 12.5 7.5 25.4904 1
3.68161 12.5 7.5 25.4904 1
3.74253 12.5 7.5 25.4904 1
3.80395 12.5 7.5 25.4904 1
3.86587 12.5 7.5 25.4904 1
3.92829 12.5 7.5 25.4904 1
3.99121 12.5 7.5 25.4904 1
4.05463 12.5 7.5 25.4904 1
4.11855 12.5 7.5 25.4904 1
4.18297 12.5 7.5 25.4904 1
4.24789 12.5 7.5 25.4904 1
4.31331 12.5 7.5 25.4904 1
4.37923 12.5 7.5 25.4904 1
4.44565 12.5 7.5 25.4904 1
4.51257 12.5 7.5 25.4904 1
4.57999 12.5 7.5 25.4904 1
4.64791 12.5 7.5 25.4904 1
4.71633 12.5 7.5 25.4904 1
4.78525 12.5 7.5 25.4904 1
4.85467 12.5 7.5 25.4904 1
4.92459 12.5 7.5 25.4904 1
4.99502 12.5 7.5 25.4904 1
5.06594 12.5 7.5 25.4904 1
5.13736 12.5 7.5 25.4904 1
5.20928 12.5 7.5 25.4904 1
5.2817 12.5 7.5 25.4904 1
5.35462 12.5 7.5 25.4904 1
5.42804 12.5 7.5 25.4904 1
5.50196 12.5 7.5 25.4904 1
5.57638 12.5 7.5 25.4904 1
5.6513 12.5 7.5 25.4904 1
5.72672 12.5 7.5 25.4904 1
5.80264 12.5 7.5 25.4904 1
5.87906 12.5 7.5 25.4904 1
5.95598 12.5 7.5 25.4904 1
6.0334 12.5 7.5 25.4904 1
6.11132 12.5 7.5 25.4904 1
6.18974 12.5 7.5 25.4904 1
6.26866 12.5 7.5 25.4904 1
6.34808 12.5 7.5 25.4904 1
6.428 12.5 7.5 25.4904 1
6.50842 12.5 7.5 25.4904 1
6.58934 12.5 7.5 25.4904 1
6.67076 12.5 7.5 25.4904 1
